 ,statussummary,status,asm,jira,sample,accession,species,coi,organelle,uli,sts_priority,common name,sex,genomic sex,ploidy,taxon,genus,family,family_taxon,order,phylum,BioSample,BioProject,darwin,vgp_orders,vgp_plus,asg,erga-pilot,erga-bge,tol,25g,psyche,bat1k,aegis,nematodes,britain&ireland,dnazoo,cichlids,BADASS,filr,rodents,jiggins,meier,jaron,murchison,millport,cetacean,R&D,protist-microalgae,UKbutterflies,sts size (Mb),est. size (Mb),htzgy (%),rep frac (%),long read cov (gscope),long read cov (sts),10XG cov (gscope),10XG cov (sts),last_data,sts pacbio status (new),sts hic status (new),hic_from,PacBio,ONT,10XG,Htag,BioNano,HiC,RNAseq,IsoSeq,raw data sub,submission todo,runs,contig N50 (Mb),contig count,scaffold N50 (Mb),"scaffold	count",longest (Mb),length (Mb),BUSCO,QV,completeness,pipeline status,doi,notes,"Calculated, for Family_TXID_Pivot"
,1 submitted,11_published,sm15,GRIT-84,bStrTur1,GCA_901699155.2,Streptopelia turtur,,,,,European turtle dove,,,,177155,Streptopelia,Columbidae,8930,Columbiformes,Chordata,SAMEA994735,PRJEB32727,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,"1,200",0.7,14,34,,45,,2018-03-15,UNKNOWN,UNKNOWN,bStrTur1,●,,●,,●,●,●,,3,done,,3.73,"1,251",80.15,357,221.44,"1,179","C:93.5%[S:91.3%,D:2.2%],F:3.7%,M:2.8%,n:4915",,,Need RNA-seq for annotation,10.12688/wellcomeopenres.17060.1,,"Columbidae,8930"
,1 submitted,11_published,sm15,GRIT-48,fSalTru1,GCA_901001165.2,Salmo trutta,,3,,,brown trout,F,,,8032,Salmo,Salmonidae,8015,Salmoniformes,Chordata,SAMEA994732,PRJEB33201,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,"2,600",0.2,59,52,,70,,2019-02-01,COMPLETE,COMPLETE,fSalTru1,●,●,●,,●,●,●,,2,hic submitted under wrong biosample; ont; submit hifi,,1.69,"5,381",52.21,"1,440",97.53,"2,372","C:94.7%[S:49.4%,D:45.3%],F:1.8%,M:3.5%,n:4584",,,Submitted,10.12688/wellcomeopenres.16838.1,,"Salmonidae,8015"
,1 submitted,11_published,sm15,GRIT-204,iAphHyp1,GCA_902806685.2,Aphantopus hyperantus,,,,,ringlet butterfly,F,,,111886,Aphantopus,Nymphalidae,33415,Lepidoptera,Arthropoda,SAMEA994723,PRJEB36757,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,400,0.9,38,45,,61,,2020-01-30,UNKNOWN,UNKNOWN,,●,,●,,,●,●,,3,done,,1.95,472,14.23,214,29.79,411,"C:98.0%[S:96.7%,D:1.3%],F:0.7%,M:1.3%,n:1658",,,Submitted,10.12688/wellcomeopenres.16983.1,,"Nymphalidae,33415"
,1 submitted,11_published,sm15,GRIT-230,mArvAmp1,GCA_903992535.2,Arvicola amphibius,,,,,European water vole,M,,,1047088,Arvicola,Cricetidae,337677,Rodentia,Chordata,SAMEA994740,PRJEB39551,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,"2,708",0.4,25,45,,52,,2019-09-09,UNKNOWN,UNKNOWN,mArvAmp1,●,,●,,●,●,,,3,done,,5.31,"1,100",103.42,248,183.70,"2,317","C:94.9%[S:93.4%,D:1.5%],F:2.3%,M:2.8%,n:4104",,,Submitted,10.12688/wellcomeopenres.16753.1,,"Cricetidae,337677"
,1 submitted,11_published,sm15,GRIT-133,mLutLut1,GCA_902655055.2,Lutra lutra,,3,,,Eurasian otter,M,,,9657,Lutra,Mustelidae,9655,Carnivora,Chordata,SAMEA994731,PRJEB35340,,1,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,"2,400",0.2,18,51,,58,,2018-08-30,UNKNOWN,UNKNOWN,mLutLut1,●,,●,,,●,●,,3,done,,30.40,228,149.00,43,223.45,"2,438","C:95.8%[S:94.3%,D:1.5%],F:1.9%,M:2.3%,n:4104",,,Submitted,10.12688/wellcomeopenres.15722.1,,"Mustelidae,9655"
,1 submitted,11_published,sm15,GRIT-231,mPipPip1,GCA_903992545.1,Pipistrellus pipistrellus,,3,,,common pipistrelle,M,,,59474,Pipistrellus,Vespertilionidae,9431,Chiroptera,Chordata,SAMEA994724,PRJEB39566,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,"2,036",0.8,27,56,,34,,2020-03-25,UNKNOWN,COMPLETE,"mPipPip1,mPipPip2",●,,●,,,●,●,,3,done,,4.45,"1,875",41.97,500,160.68,"1,766","C:92.6%[S:91.8%,D:0.8%],F:2.8%,M:4.6%,n:4104",,,Submitted,10.12688/wellcomeopenres.16895.1,,"Vespertilionidae,9431"
,1 submitted,11_published,sm15,GRIT-161,mSciCar1,GCA_902686445.2,Sciurus carolinensis,,3,,,grey squirrel,M,,,30640,Sciurus,Sciuridae,55153,Rodentia,Chordata,SAMEA994726,PRJEB35387,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,"4,000",0.5,48,47,,40,,2019-09-26,UNKNOWN,UNKNOWN,mSciCar1,●,,●,,,●,●,,3,done,,13.98,"2,576",148.23,752,208.99,"2,815","C:93.7%[S:92.3%,D:1.4%],F:2.8%,M:3.5%,n:4104",,,Submitted,10.12688/wellcomeopenres.15721.1,,"Sciuridae,55153"
,1 submitted,11_published,sm15,GRIT-182,mSciVul1,GCA_902686455.2,Sciurus vulgaris,,3,,,red squirrel,M,,,55149,Sciurus,Sciuridae,55153,Rodentia,Chordata,SAMEA994733,PRJEB35381,,1,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,"3,200",0.3,38,51,,44,,2018-06-04,UNKNOWN,UNKNOWN,mSciVul1,●,,●,,●,●,,,3,done,,16.33,"1,799",153.87,638,213.19,"2,879","C:93.8%[S:90.7%,D:3.1%],F:3.0%,M:3.2%,n:4104",,,Submitted,10.12688/wellcomeopenres.15679.1,,"Sciuridae,55153"
,1 submitted,11_published,sm15,GRIT-159,xPecMax1,GCA_902652985.1,Pecten maximus,,,,,king scallop,,,,6579,Pecten,Pectinidae,6566,Ostreoida,Mollusca,SAMEA994736,PRJEB35331,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,"1,000",1.7,50,52,,58,,2017-11-05,UNKNOWN,UNKNOWN,xPecMax1,●,,●,,,●,●,,3,done,,1.26,"5,810",44.82,"3,983",60.08,918,"C:94.5%[S:91.2%,D:3.3%],F:1.0%,M:4.5%,n:978",,,Submitted,10.1093/gigascience/giaa037,,"Pectinidae,6566"
,1 submitted,12_public,sm15,GRIT-256,dImpGla2,GCA_907164915.1,Impatiens glandulifera,,,,,Indian balsam,,,,253017,Impatiens,Balsaminaceae,25692,Ericales,Eudicot,SAMEA5248722,PRJEB44452,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,664,2.0,55,53,,34,,2021-09-11,UNKNOWN,COMPLETE,dImpGla2,●,,●,,,●,●,,3,done,,1.90,"2,008",61.81,"1,139",162.16,664,"C:94.7%[S:85.3%,D:9.4%],F:1.7%,M:3.6%,n:2121 (Eudicotyledons)",33.8,,done,,,"Balsaminaceae,25692"
,1 submitted,12_public,sm15,DS-2,dSenSqu2,GCA_910822075.1,Senecio squalidus,,,,,Oxford ragwort,,,,121554,Senecio,Asteraceae,4210,Asterales,Eudicot,SAMEA5248730,PRJEB46113,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,700,1.3,49,43,,-,,2018-09-30,UNKNOWN,UNKNOWN,dSenSqu2,●,,●,,,●,,,2,hic from collab; unused dnazoo hic,,0.16,"6,846",66.68,622,79.17,662,"C:94.3%[S:86.3%,D:8.0%],F:2.4%,M:3.3%,n:2121",,,QC; Dovetail HiRise version,,,"Asteraceae,4210"
,1 submitted,12_public,sm15,GRIT-129,eAstRub1,GCA_902459465.3,Asterias rubens,,3,,,common starfish,M,,,7604,Asterias,Asteriidae,7600,Forcipulatida,Echinodermata,SAMEA994741,PRJEB33975,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,428,0.6,35,61,,-,,2019-04-04,UNKNOWN,UNKNOWN,eAstRub1,●,,●,,,●,●,,3,done,,1.38,621,20.56,150,33.83,418,"C:96.5%[S:95.2%,D:1.3%],F:0.9%,M:2.6%,n:978",,,Submitted,,,"Asteriidae,7600"
,1 submitted,12_public,sm15,GRIT-202,iBraPut3m,GCA_907164805.1,Brachyptera putata,,,,,northern February red stonefly,,,,2065413,Brachyptera,Taeniopterygidae,143727,Plecoptera,Arthropoda,SAMEA5248727,PRJEB44423,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,500,2.4,25,61,,101,,2018-08-30,UNKNOWN,UNKNOWN,,●,,●,,,●,,,3,done,,1.00,"3,579",33.39,"2,200",63.23,516,"C:97.8%[S:95.1%,D:2.7%],F:0.7%,M:1.5%,n:1658",,,QC,,,"Taeniopterygidae,143727"
,1 submitted,12_public,sm15,GRIT-254,iHemFuc1,GCA_907164795.1,Hemaris fuciformis,,3,,,broad-bordered bee hawk-moth,U,,,987953,Hemaris,Sphingidae,7128,Lepidoptera,Arthropoda,SAMEA5248724,PRJEB44426,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,388,1.8,24,46,,88,,2019-03-06,UNKNOWN,UNKNOWN,iHemFuc1,●,,●,,,●,●,,1,hifi auto submitted under wrong species,,10.60,92,16.55,42,25.59,449,"C:98.1%[S:97.8%,D:0.3%],F:0.6%,M:1.3%,n:1658",48.0,,done,,,"Sphingidae,7128"
,1 submitted,12_public,sm15,GRIT-255,iOsmBic2,GCA_907164935.1,Osmia bicornis,,,,,red mason bee,,,,1437190,Osmia,Megachilidae,124286,Hymenoptera,Arthropoda,SAMEA5248723,PRJEB44457,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,286,0.5,40,54,,46,,2018-09-30,UNKNOWN,UNKNOWN,iOsmBic1,●,,●,,,●,,,3,done,,9.08,563,11.15,442,17.03,223,"C:98.4%[S:98.3%,D:0.1%],F:1.2%,M:0.4%,n:1658",34.0,,done,,,"Megachilidae,124286"
,1 submitted,12_public,sm15,GRIT-358,iVesVel2,GCA_912470025.1,Vespa velutina,,3,,,Asian hornet,M,,,202808,Vespa,Vespidae,7438,Hymenoptera,Arthropoda,SAMEA5248726,PRJEB46981,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,230,0.3,29,56,,94,,2018-09-30,UNKNOWN,UNKNOWN,iVesVel2,●,,●,,,●,●,,3,done,,1.52,355,5.12,163,8.94,194,"C:98.8%[S:98.3%,D:0.5%],F:0.5%,M:0.7%,n:1658",,,"new version, with palindrome fix, salsa instead of baylor",,,"Vespidae,7438"
,1 submitted,12_public,sm15,GRIT-210,qDolPla1,GCA_907164885.2,Dolomedes plantarius,,,,,fen raft spider,,,,257759,Dolomedes,Pisauridae,93700,Araneae,Arthropoda,SAMEA994727,PRJEB44431,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,"2,600",1.0,46,54,,39,,2018-02-21,UNKNOWN,UNKNOWN,qDolPla1,●,,●,,,●,,,3,done,,2.28,"3,218",216.72,437,261.41,"2,780","C:95.2%[S:91.5%,D:3.7%],F:0.5%,M:4.3%,n:1066",,,QC,,,"Pisauridae,93700"
,1 submitted,12_public,sm15,GRIT-158,sScyCan1,GCA_902713615.2,Scyliorhinus canicula,,,,,smaller spotted catshark,M,,,7830,Scyliorhinus,Scyliorhinidae,7826,Carcharhiniformes,Chordata,SAMEA994730,PRJEB35946,,1,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,"4,500",1.0,51,56,,43,,2018-04-11,UNKNOWN,UNKNOWN,sScyCan1,●,,●,,●,●,●,,3,done,,1.86,"7,794",198.37,717,313.70,"4,226","C:83.2%[S:80.6%,D:2.6%],F:8.6%,M:8.2%,n:2586",,,Submitted,,,"Scyliorhinidae,7826"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","
,1 submitted,11_published,sm15,GRIT-251,aBufBuf1,GCA_905171765.1,Bufo bufo,3,3,,,common toad,M,,,8384,Bufo,Bufonidae,8382,Anura,Chordata,SAMEA7521636,PRJEB42238,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,"6,540","6,185",0.7,74,64,,56,81,2020-03-17,COMPLETE,COMPLETE,aBufBuf1,●,,●,,●,●,,,3,done; 29397_*#1 hic fail,,3.88,"6,064",666.26,"2,588",885.46,"5,167","C:88.3%[S:86.3%,D:2.0%],F:6.5%,M:5.2%,n:2586",,,Scaffolded (Hi-C/3d-dna),10.12688/wellcomeopenres.17298.1,,"Bufonidae,8382"
,1 submitted,11_published,sm15,GRIT-220,aRanTem1,GCA_905171775.1,Rana temporaria,3,3,,,common frog,F,,,8407,Rana,Ranidae,8397,Anura,Chordata,SAMEA7521635,PRJEB42239,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,"4,169","5,355",1.4,68,63,,51,92,2019-07-02,COMPLETE,COMPLETE,aRanTem1,●,,●,,●,●,,,3,done,,6.26,"2,414",481.76,554,690.65,"4,111","C:84.5%[S:83.3%,D:1.2%],F:8.7%,M:6.8%,n:2586",,,,10.12688/wellcomeopenres.17296.1,,"Ranidae,8397"
,1 submitted,11_published,cz3,RC-119,bAccGen1,GCA_929443795.2,Accipiter gentilis,3,3,,,northern goshawk,F,,,8957,Accipiter,Accipitridae,56259,Accipitriformes,Chordata,SAMEA8235650,PRJEB48396,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,"1,306","1,405",0.4,20,34,38,31,60,2021-10-21,COMPLETE,COMPLETE,bAccGen1,●,,●,,,●,●,,3,done,,17.71,638,31.97,549,78.32,"1,399","C:97.5%[S:96.7%,D:0.8%],F:0.6%,M:1.9%,n:8338",49.1,96.5,hifiasm-0.15.3-r339+purge+polish+yahs,10.12688/wellcomeopenres.17821.1,,"Accipitridae,56259"
,1 submitted,11_published,sm15,GRIT-342,bCapEur3,GCA_907165065.1,Caprimulgus europaeus,3,1,,,Eurasian nightjar,F,,,111811,Caprimulgus,Caprimulgidae,48283,Caprimulgiformes,Chordata,SAMEA7524394,PRJEB44830,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,"1,188","1,183",1.3,13,87,,62,102,2021-01-07,COMPLETE,COMPLETE,bCapEur3,●,,●,,●,●,●,,3,done,,30.62,273,65.33,155,123.06,"1,180","C:95.2%[S:94.1%,D:1.1%],F:2.7%,M:2.1%,n:4915",53.3,,Falcon-unzip+purge+scaff10x+salsa+arrow+merfin+freebayes,10.12688/wellcomeopenres.17451.1,,"Caprimulgidae,48283"
,1 submitted,11_published,cz3,RC-164,ddAraThal4,GCA_933208065.1,Arabidopsis thaliana,3,3,,,,H,,,3702,Arabidopsis,Brassicaceae,3700,Brassicales,Tracheophyta,SAMEA7522056,PRJEB50931,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,170,155,0.0,30,79,83,207,376,2021-07-28,COMPLETE,COMPLETE,ddAraThal6,●,,●,,,●,●,,3,done,"ERR8702795,ERR8702796,ERR8702797,ERR8702798,ERR8702799,ERR8705874",8.18,117,20.98,80,33.39,140,"C:99.4%[S:98.5%,D:0.9%],F:0.1%,M:0.5%,n:2326",51.0,97.0,hifiasm-0.15.3-r339+purge+yahs,10.12688/wellcomeopenres.18665.1,,"Brassicaceae,3700"
,1 submitted,11_published,mu2,RC-71,drMalDome10,GCA_916050505.2,Malus domestica,3,3,,,apple,H,,,3750,Malus,Rosaceae,3745,Rosales,Streptophyta,SAMEA9197673,PRJEB47315,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,207",684,1.3,43,31,18,94,87,2021-11-30,COMPLETE,COMPLETE,"drMalDome10,drMalDome11,drMalDome5,drMalDome58",●,,●,,,●,●,,3,done,,32.84,53,37.91,41,56.40,652,"C:98.3%[S:59.5%,D:38.8%],F:0.6%,M:1.1%,n:2326",60.8,96.0,hifiasm-0.15.3-r339+purge+polish+scaff,10.12688/wellcomeopenres.18646.1,,"Rosaceae,3745"
,1 submitted,11_published,mu2,RC-72,drMalDome11,GCA_916612005.2,Malus domestica,3,3,,,apple,H,,,3750,Malus,Rosaceae,3745,Rosales,Streptophyta,SAMEA9197674,PRJEB47315,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,207",676,1.3,42,42,15,92,85,2021-11-30,COMPLETE,COMPLETE,"drMalDome10,drMalDome11,drMalDome5,drMalDome58",●,,●,,,●,●,,3,done,,36.20,42,38.08,38,74.35,648,"C:98.5%[S:59.9%,D:38.6%],F:0.6%,M:0.9%,n:2326",61.1,95.5,hifiasm-0.15.3-r339+purge+polish+scaff,10.12688/wellcomeopenres.18646.1,,"Rosaceae,3745"
,1 submitted,11_published,mu2,RC-78,drMalDome5,GCA_916615385.2,Malus domestica,3,3,,,apple,H,,,3750,Malus,Rosaceae,3745,Rosales,Streptophyta,SAMEA8717325,PRJEB47315,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,"1,207",703,1.2,44,25,15,86,83,2021-11-30,UNKNOWN,COMPLETE,"drMalDome10,drMalDome11,drMalDome5,drMalDome58",●,,●,,,●,●,,3,done,,31.49,68,37.05,51,73.74,635,"C:97.3%[S:58.3%,D:39.0%],F:0.9%,M:1.8%,n:2326",60.2,95.2,hifiasm-0.15.3-r339+purge+polish+scaff,10.12688/wellcomeopenres.18646.1,,"Rosaceae,3745"
,1 submitted,11_published,mu2,RC-90,drMalDome58,GCA_916615275.3,Malus domestica,3,3,,,apple,U,,3,3750,Malus,Rosaceae,3745,Rosales,Streptophyta,SAMEA9239977,PRJEB47315,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,207",681,1.6,43,24,22,-,89,2021-12-09,UNKNOWN,COMPLETE,"drMalDome10,drMalDome11,drMalDome5,drMalDome58",●,,●,,,●,●,,3,done,,23.43,112,36.26,87,55.94,674,"C:98.4%[S:56.7%,D:41.7%],F:0.6%,M:1.0%,n:2326",56.7,88.4,hifiasm-0.15.3-r339+purge+polish+scaff,10.12688/wellcomeopenres.18646.1,,"Rosaceae,3745"
,1 submitted,11_published,mu2,RC-73,drMalSylv7,GCA_916048215.4,Malus sylvestris,3,3,,,,H,,,3752,Malus,Rosaceae,3745,Rosales,Tracheophyta,SAMEA9197672,PRJEB47316,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,837,713,1.0,46,25,22,87,125,2019-12-17,COMPLETE,COMPLETE,"drMalSylv13,drMalSylv7",●,,●,,,●,●,,3,done,,8.37,164,36.90,80,82.18,643,"C:98.4%[S:59.4%,D:39.0%],F:0.6%,M:1.0%,n:2326",59.3,95.2,hifiasm-0.15.3-r339+purge+polish+scaff,10.12688/wellcomeopenres.18645.1,,"Rosaceae,3745"
,1 submitted,11_published,mu2,GRIT-353,eaMarGlac1,GCA_911728455.2,Marthasterias glacialis,3,3,,,spiny starfish,U,,,7609,Marthasterias,Asteriidae,7600,Forcipulatida,Echinodermata,SAMEA7522991,PRJEB45116,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,681,500,1.9,34,49,,69,94,2020-11-14,COMPLETE,COMPLETE,eaMarGlac1,●,,●,,,●,●,,3,done,"ERR6054755,ERR6054756,ERR6054757,ERR6054758,ERR6054759,ERR6436374",1.88,620,18.35,282,62.65,537,"C:96.6%[S:95.9%,D:0.7%],F:0.3%,M:3.1%,n:978",53.8,,hicanu+purge+polish+salsa,10.12688/wellcomeopenres.17344.1,,"Asteriidae,7600"
,1 submitted,11_published,mu2,RC-203,fBarBab1,GCA_936440315.1,Barbus barbus,3,3,,,barbel,M,,,40830,Barbus,Cyprinidae,7953,Cypriniformes,Chordata,SAMEA13335783,PRJEB51453,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,"1,741","1,548",0.5,49,47,,,,2022-03-04,UNKNOWN,COMPLETE,fBarBab2,●,,,,,●,●,,3,done,"ERR9248444,ERR9387528,ERR9387529,ERR9387530",22.84,202,55.79,98,83.66,"1,588","C:98.7%[S:21.9%,D:76.8%],F:0.5%,M:0.8%,n:3640",60.2,98.7,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19332.1,,"Cyprinidae,7953"
,1 submitted,11_published,kk16,GRIT-324,fPhoGun1,GCA_910591455.2,Pholis gunnellus,3,3,,,rock gunnel,U,,,56726,Pholis,Pholidae,56724,Perciformes,Chordata,SAMEA7522838,PRJEB43809,1,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,704,756,0.4,32,45,,45,86,2022-01-04,COMPLETE,COMPLETE,fPhoGun1,●,,●,,,●,●,,3,done; new hic,,3.80,500,32.30,189,29.10,594,"C:97.5%[S:95.0%,D:2.5%],F:1.3%,M:1.2%,n:4584",,,hifiasm+purge+polish+mito+salsa,10.12688/wellcomeopenres.17699.1,,"Pholidae,56724"
,1 submitted,11_published,tolpipe,RC-466,fSynAcu2,GCA_948146105.1,Syngnathus acus,3,3,,,greater pipefish,U,,,161584,Syngnathus,Syngnathidae,72045,Syngnathiformes,Chordata,SAMEA13854528,PRJEB32743,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,533,340,0.2,20,80,54,,,2022-11-07,UNKNOWN,COMPLETE,fSynAcu2,●,,,,,●,●,,3,done (todo: umbrella update with Quan),"ERR10677856,ERR10684087",4.68,644,15.28,493,28.87,379,"C:94.9%[S:94.0%,D:0.9%],F:1.3%,M:3.8%,n:3640",56.9,99.4,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19528.1,,"Syngnathidae,72045"
,1 submitted,11_published,kk16,GRIT-370,fTauBub2,GCA_910589615.1,Taurulus bubalis,3,3,,,long-spined sea scorpion,U,,,61643,Taurulus,Cottidae,8092,Perciformes,Chordata,SAMEA7522994,PRJEB45118,1,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,829,591,0.5,17,38,,51,75,2020-11-14,COMPLETE,COMPLETE,fTauBub2,●,,●,,,●,●,,3,done,,13.00,297,22.10,188,38.50,617,"C:97.1%[S:94.7%,D:2.4%],F:1.5%,M:1.4%,n:4584",52.7,,mitov2+hifiasm+purge+polish+salsa,10.12688/wellcomeopenres.17356.1,,"Cottidae,8092"
,1 submitted,11_published,sm15,GRIT-213,fTraTra1,GCA_905171665.2,Trachurus trachurus,3,3,,,Atlantic horse mackerel,U,,,36212,Trachurus,Carangidae,8157,Carangiformes,Chordata,SAMEA7524396,PRJEB42240,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,890,"1,025",1.5,47,105,,64,123,2021-06-11,COMPLETE,COMPLETE,fTraTra1,●,,●,,,●,,,3,done,,7.11,452,26.96,311,38.00,849,"C:96.3%[S:93.4%,D:2.9%],F:1.7%,M:2.0%,n:4584",,,,10.12688/wellcomeopenres.17813.1,,"Carangidae,8157"
,1 submitted,11_published,kk16,RC-350,gfFlaVelt1,GCA_945909995.2,Flammulina velutipes,3,3,3,,velvet shank,,,,38945,Flammulina,Physalacriaceae,862241,Agaricales,Basidiomycota,SAMEA9461303,PRJEB53245,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,35,18,100.0,20,255,141,,,2022-05-17,COMPLETE,COMPLETE,gfFlaVelt1,●,,,,,●,●,,3,done,"ERR9820270,ERR9871427",0.50,174,3.22,75,4.12,38,"C:97.1%[S:94.5%,D:2.6%],F:0.8%,M:2.1%,n:758",73.0,99.6,hicanu-2.2+purge+yahs,10.12688/wellcomeopenres.19577.1,,"Physalacriaceae,862241"
,1 submitted,11_published,kk16,GRIT-517,gfLaeSulp1,GCA_927399515.3,Laetiporus sulphureus,3,3,,,chicken of the woods,A,,,5630,Laetiporus,Laetiporaceae,2028212,Polyporales,Basidiomycota,SAMEA8562046,PRJEB47319,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,40,43,1.1,25,106,121,-,1853,2021-08-16,COMPLETE,COMPLETE,gfLaeSulp1,●,,●,,,●,,,3,done,"ERR6688736,ERR6688737,ERR6688738,ERR6688739,ERR6688740,ERR6808041",2.60,23,2.60,22,4.70,39,"C:97.3%[S:95.1%,D:2.2%],F:0.4%,M:2.3%,n:758",60.9,97.4,hifiasm-0.15.3-r339+purge,10.12688/wellcomeopenres.17750.1,,"Laetiporaceae,2028212"
,1 submitted,11_published,mu2,RC-215,gfPleOstr1,GCA_947034855.1,Pleurotus ostreatus,3,3,3,,oyster mushroom,,,,5322,Pleurotus,Pleurotaceae,104366,Agaricales,Basidiomycota,SAMEA8562045,PRJEB52213,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,32,49,0.7,35,57,93,,,2022-03-26,COMPLETE,COMPLETE,gfPleOstr1,●,,,,,●,,,3,done,,3.34,18,4.28,16,5.86,41,"C:96.4%[S:95.6%,D:0.8%],F:1.1%,M:2.5%,n:758",67.2,98.6,hifiasm-0.16.1-r375+purge+yahs,10.12688/wellcomeopenres.19578.1,,"Pleurotaceae,104366"
,1 submitted,11_published,kk16,GRIT-345,icAdaBipu1,GCA_910592335.1,Adalia bipunctata,3,3,,,2-spot ladybird,U,M,,7084,Adalia,Coccinellidae,7080,Coleoptera,Arthropoda,SAMEA9089055,PRJEB45127,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,352,467,1.5,52,48,,80,157,2020-11-16,UNKNOWN,COMPLETE,"icAdaBipu1,icAdaBipu11",●,,●,●,,●,●,,3,done (rnaseq swap; isoseq; htag),,18.60,214,24.30,184,93.10,487,"C:98.2%[S:96.6%,D:1.6%],F:0.5%,M:1.3%,n:1658",,,hifiasm+purge+polish+mito+salsa,10.12688/wellcomeopenres.18610.1,,"Coccinellidae,7080"
,1 submitted,11_published,mu2,GRIT-366,icApoCory1,GCA_911728435.2,Apoderus coryli,3,3,,,hazel leaf-roller,U,M,,201766,Apoderus,Attelabidae,122737,Coleoptera,Arthropoda,SAMEA7520690,PRJEB45119,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,"1,229",419,1.0,40,59,,93,50,2020-10-19,COMPLETE,COMPLETE,icApoCory1,●,,●,,,●,,,3,done,"ERR6054771,ERR6054772,ERR6054773,ERR6054774,ERR6054775,ERR6412370",15.03,209,18.99,177,45.72,432,"C:99.3%[S:97.3%,D:2.0%],F:0.6%,M:0.1%,n:1658",60.0,,hifiasm+mitoV2.1+polish+scaff,10.12688/wellcomeopenres.17380.1,,"Attelabidae,122737"
,1 submitted,11_published,mu2,GRIT-391,icCanRust1,GCA_911387805.1,Cantharis rustica,3,3,,,sailor beetle,U,M,,195172,Cantharis,Cantharidae,41097,Coleoptera,Arthropoda,SAMEA7524272,PRJEB45190,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,694,410,0.9,36,43,,48,57,2021-02-23,COMPLETE,COMPLETE,icCanRust1,●,,●,,,●,●,,3,done,,17.82,124,24.79,108,95.99,462,"C:99.0%[S:96.9%,D:2.1%],F:0.4%,M:0.6%,n:1367",57.0,,hifiasm012+purge2E+polish+scaff,10.12688/wellcomeopenres.17363.1,,"Cantharidae,41097"
,1 submitted,11_published,kk16,GRIT-365,icCocSept1,GCA_907165205.1,Coccinella septempunctata,3,3,,,seven-spotted ladybird,U,F,,41139,Coccinella,Coccinellidae,7080,Coleoptera,Arthropoda,SAMEA7520205,PRJEB44834,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,372,420,3.0,51,76,,89,174,2020-12-04,COMPLETE,COMPLETE,icCocSept1,●,,●,,,●,,,3,done,,16.50,130,27.70,95,43.90,410,"C:98.1%[S:96.7%,D:1.4%],F:0.7%,M:1.2%,n:1658",57.0,,hicanu+purge+polish+salsa,10.12688/wellcomeopenres.17346.1,,"Coccinellidae,7080"
